Poligon,ORIGEN,PRO_F,ccaa_F,ESTRATOIFN,Superficie,NUT2_NOM,NUT3_NOM,TipesTR25,DesTipEstr,FCCARB,FORARB,FormArbol,n_distribu,Distribuci,n_sp1,Especie1,O1,n_estado1,Estado1,n_sp2,Especie2,O2,n_estado2,Estado2,n_sp3,Especie3,O3,n_estado3,Estado3,FCCMAT,n_FORmat,FormArbust,HMMAT,FCCHER,n_FORHER,FormHerbac,n_ATRIBUTO,atributo,FCCTOT,n_MODCOM,ModeloComb,TIPOBOSQUE,n_CLAIFN,UsoIFN,n_CLAMFE,UsoMFE,n_REGBIO,RegBio,LULUCF,Shape_Area,fid,Severitat
"2413188",MFE25,"25","51","65",5.78428165246,Cataluña,Lleida,"11",Bosque,"10","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"37",Juniperus communis,"40","2",Monte bravo,"243",Quercus humilis (Q. Pubescens),"30","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"60","120","Bujedos (Buxus sempervirens, B. balearica)","13","30","0",,"0",Sin atributo,"100","6",Parecido al modelo 5 pero con especies más inflamables o con restos de podasy pl de mayor talla,Masas mixtas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",57842.8165246,"128","4"
"2213721",MFE25,"25","51","51",20.1521668854,Cataluña,Lleida,"11",Bosque,"65","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"60","3",Latizal,"24",Pinus halepensis,"30","3",Latizal,"0",sin datos,"0","0",Sin datos,"20","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","15","0",,"9",Abancalado,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",201521.668854,"3","2"
"2413188",MFE25,"25","51","65",5.78428165246,Cataluña,Lleida,"11",Bosque,"10","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"37",Juniperus communis,"40","2",Monte bravo,"243",Quercus humilis (Q. Pubescens),"30","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"60","120","Bujedos (Buxus sempervirens, B. balearica)","13","30","0",,"0",Sin atributo,"100","6",Parecido al modelo 5 pero con especies más inflamables o con restos de podasy pl de mayor talla,Masas mixtas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",57842.8165246,"9","3"
"2213721",MFE25,"25","51","51",20.1521668854,Cataluña,Lleida,"11",Bosque,"65","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"60","3",Latizal,"24",Pinus halepensis,"30","3",Latizal,"0",sin datos,"0","0",Sin datos,"20","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","15","0",,"9",Abancalado,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",201521.668854,"1","1"
"2413188",MFE25,"25","51","65",5.78428165246,Cataluña,Lleida,"11",Bosque,"10","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"37",Juniperus communis,"40","2",Monte bravo,"243",Quercus humilis (Q. Pubescens),"30","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"60","120","Bujedos (Buxus sempervirens, B. balearica)","13","30","0",,"0",Sin atributo,"100","6",Parecido al modelo 5 pero con especies más inflamables o con restos de podasy pl de mayor talla,Masas mixtas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",57842.8165246,"3","2"
"2213721",MFE25,"25","51","51",20.1521668854,Cataluña,Lleida,"11",Bosque,"65","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"60","3",Latizal,"24",Pinus halepensis,"30","3",Latizal,"0",sin datos,"0","0",Sin datos,"20","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","15","0",,"9",Abancalado,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",201521.668854,"128","4"
"2213721",MFE25,"25","51","51",20.1521668854,Cataluña,Lleida,"11",Bosque,"65","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"60","3",Latizal,"24",Pinus halepensis,"30","3",Latizal,"0",sin datos,"0","0",Sin datos,"20","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","15","0",,"9",Abancalado,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",201521.668854,"9","3"
"2212573",MFE25,"25","51","15",6.99373715785,Cataluña,Lleida,"11",Bosque,"70","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"50","3",Latizal,"24",Pinus halepensis,"20","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"20","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",69937.3715785,"128","4"
"2212573",MFE25,"25","51","15",6.99373715785,Cataluña,Lleida,"11",Bosque,"70","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"50","3",Latizal,"24",Pinus halepensis,"20","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"20","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",69937.3715785,"9","3"
"2212573",MFE25,"25","51","15",6.99373715785,Cataluña,Lleida,"11",Bosque,"70","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"50","3",Latizal,"24",Pinus halepensis,"20","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"20","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",69937.3715785,"3","2"
"2212573",MFE25,"25","51","15",6.99373715785,Cataluña,Lleida,"11",Bosque,"70","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"50","3",Latizal,"24",Pinus halepensis,"20","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"20","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",69937.3715785,"1","1"
"2212573",MFE25,"25","51","15",6.99373715785,Cataluña,Lleida,"11",Bosque,"70","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"50","3",Latizal,"24",Pinus halepensis,"20","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"20","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",69937.3715785,"513","0"
"2414821",MFE25,"25","51","65",11.6374212742,Cataluña,Lleida,"11",Bosque,"40","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"237",Juniperus oxycedrus,"40","2",Monte bravo,"45",Quercus ilex,"30","3",Latizal,"24",Pinus halepensis,"20","2",Monte bravo,"40","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"10","15","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",116374.212742,"3","2"
"2213724",MFE25,"25","51","82",280.931031505,Cataluña,Lleida,"11",Bosque,"20","6",Sabinares de Juniperus phoenicea,"6",Discontinua irregular,"39",Juniperus phoenicea,"60","2",Monte bravo,"237",Juniperus oxycedrus,"20","2",Monte bravo,"45",Quercus ilex,"10","2",Monte bravo,"50","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","30","0",,"0",Sin atributo,"100","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Coníferas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"121",2809310.31505,"1","1"
"2213724",MFE25,"25","51","82",280.931031505,Cataluña,Lleida,"11",Bosque,"20","6",Sabinares de Juniperus phoenicea,"6",Discontinua irregular,"39",Juniperus phoenicea,"60","2",Monte bravo,"237",Juniperus oxycedrus,"20","2",Monte bravo,"45",Quercus ilex,"10","2",Monte bravo,"50","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","30","0",,"0",Sin atributo,"100","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Coníferas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"121",2809310.31505,"3","2"
"2216097",MFE25,"25","51","50",10.8543048019,Cataluña,Lleida,"14",Bosque de Galería,"55","33",Bosque ribereño,"1",Uniforme,"58",Populus nigra,"40","2",Monte bravo,"58",Populus nigra,"30","4",Fustal,"257",Salix alba,"20","3",Latizal,"20","111","Orlas, espinares mesófilos mixtos y afines (dom. Rosaceae)","13","25","0",,"0",Sin atributo,"100","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Frondosas,"115",Monte arbolado. Ribera arbolada,"110",Arbolado,"4",Mediterránea,"111",108543.048019,"1","1"
"2413164",MFE25,"25","51","45",39.8816933718,Cataluña,Lleida,"11",Bosque,"80","31",Bosques mixtos de frondosas autóctonas en region biogeográfica mediterranea,"1",Uniforme,"45",Quercus ilex,"60","3",Latizal,"243",Quercus humilis (Q. Pubescens),"30","3",Latizal,"0",sin datos,"0","0",Sin datos,"10","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",398816.933718,"1","1"
"2413222",MFE25,"25","51","17",20.2727976373,Cataluña,Lleida,"11",Bosque,"15","18",Encinares (Quercus ilex),"6",Discontinua irregular,"45",Quercus ilex,"80","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"60","120","Bujedos (Buxus sempervirens, B. balearica)","4","20","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",202727.976373,"1","1"
"3048288",MFE25,"25","51","65",28.4952940736,Cataluña,Lleida,"11",Bosque,"45","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"45",Quercus ilex,"30","3",Latizal,"237",Juniperus oxycedrus,"30","2",Monte bravo,"39",Juniperus phoenicea,"30","1",Repoblado,"40","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","5","0",,"0",Sin atributo,"90","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",284952.940736,"513","0"
"2413164",MFE25,"25","51","45",39.8816933718,Cataluña,Lleida,"11",Bosque,"80","31",Bosques mixtos de frondosas autóctonas en region biogeográfica mediterranea,"1",Uniforme,"45",Quercus ilex,"60","3",Latizal,"243",Quercus humilis (Q. Pubescens),"30","3",Latizal,"0",sin datos,"0","0",Sin datos,"10","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",398816.933718,"3","2"
"2413222",MFE25,"25","51","17",20.2727976373,Cataluña,Lleida,"11",Bosque,"15","18",Encinares (Quercus ilex),"6",Discontinua irregular,"45",Quercus ilex,"80","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"60","120","Bujedos (Buxus sempervirens, B. balearica)","4","20","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",202727.976373,"3","2"
"3048288",MFE25,"25","51","65",28.4952940736,Cataluña,Lleida,"11",Bosque,"45","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"45",Quercus ilex,"30","3",Latizal,"237",Juniperus oxycedrus,"30","2",Monte bravo,"39",Juniperus phoenicea,"30","1",Repoblado,"40","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","5","0",,"0",Sin atributo,"90","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",284952.940736,"1","1"
"2413164",MFE25,"25","51","45",39.8816933718,Cataluña,Lleida,"11",Bosque,"80","31",Bosques mixtos de frondosas autóctonas en region biogeográfica mediterranea,"1",Uniforme,"45",Quercus ilex,"60","3",Latizal,"243",Quercus humilis (Q. Pubescens),"30","3",Latizal,"0",sin datos,"0","0",Sin datos,"10","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",398816.933718,"9","3"
"2413222",MFE25,"25","51","17",20.2727976373,Cataluña,Lleida,"11",Bosque,"15","18",Encinares (Quercus ilex),"6",Discontinua irregular,"45",Quercus ilex,"80","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"60","120","Bujedos (Buxus sempervirens, B. balearica)","4","20","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",202727.976373,"9","3"
"2210175",MFE25,"25","51","06",14.0591737763,Cataluña,Lleida,"11",Bosque,"20","24",Pinar de pino carrasco (Pinus halepensis),"1",Uniforme,"24",Pinus halepensis,"70","3",Latizal,"45",Quercus ilex,"20","3",Latizal,"0",sin datos,"0","0",Sin datos,"35","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","45","0",,"0",Sin atributo,"100","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Coníferas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"121",140591.737763,"9","3"
"2413164",MFE25,"25","51","45",39.8816933718,Cataluña,Lleida,"11",Bosque,"80","31",Bosques mixtos de frondosas autóctonas en region biogeográfica mediterranea,"1",Uniforme,"45",Quercus ilex,"60","3",Latizal,"243",Quercus humilis (Q. Pubescens),"30","3",Latizal,"0",sin datos,"0","0",Sin datos,"10","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",398816.933718,"128","4"
"2413222",MFE25,"25","51","17",20.2727976373,Cataluña,Lleida,"11",Bosque,"15","18",Encinares (Quercus ilex),"6",Discontinua irregular,"45",Quercus ilex,"80","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"60","120","Bujedos (Buxus sempervirens, B. balearica)","4","20","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",202727.976373,"128","4"
"2210175",MFE25,"25","51","06",14.0591737763,Cataluña,Lleida,"11",Bosque,"20","24",Pinar de pino carrasco (Pinus halepensis),"1",Uniforme,"24",Pinus halepensis,"70","3",Latizal,"45",Quercus ilex,"20","3",Latizal,"0",sin datos,"0","0",Sin datos,"35","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","45","0",,"0",Sin atributo,"100","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Coníferas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"121",140591.737763,"3","2"
"2206108",MFE25,"25","51","17",35.1579711268,Cataluña,Lleida,"11",Bosque,"15","18",Encinares (Quercus ilex),"6",Discontinua irregular,"45",Quercus ilex,"90","3",Latizal,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"65","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","15","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",351579.711268,"128","4"
"2210175",MFE25,"25","51","06",14.0591737763,Cataluña,Lleida,"11",Bosque,"20","24",Pinar de pino carrasco (Pinus halepensis),"1",Uniforme,"24",Pinus halepensis,"70","3",Latizal,"45",Quercus ilex,"20","3",Latizal,"0",sin datos,"0","0",Sin datos,"35","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","45","0",,"0",Sin atributo,"100","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Coníferas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"121",140591.737763,"128","4"
"2206108",MFE25,"25","51","17",35.1579711268,Cataluña,Lleida,"11",Bosque,"15","18",Encinares (Quercus ilex),"6",Discontinua irregular,"45",Quercus ilex,"90","3",Latizal,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"65","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","15","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",351579.711268,"9","3"
"2213724",MFE25,"25","51","82",280.931031505,Cataluña,Lleida,"11",Bosque,"20","6",Sabinares de Juniperus phoenicea,"6",Discontinua irregular,"39",Juniperus phoenicea,"60","2",Monte bravo,"237",Juniperus oxycedrus,"20","2",Monte bravo,"45",Quercus ilex,"10","2",Monte bravo,"50","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","30","0",,"0",Sin atributo,"100","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Coníferas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"121",2809310.31505,"9","3"
"2213724",MFE25,"25","51","82",280.931031505,Cataluña,Lleida,"11",Bosque,"20","6",Sabinares de Juniperus phoenicea,"6",Discontinua irregular,"39",Juniperus phoenicea,"60","2",Monte bravo,"237",Juniperus oxycedrus,"20","2",Monte bravo,"45",Quercus ilex,"10","2",Monte bravo,"50","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","30","0",,"0",Sin atributo,"100","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Coníferas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"121",2809310.31505,"128","4"
"2202718",MFE25,"25","51","17",6.15187410893,Cataluña,Lleida,"11",Bosque,"10","18",Encinares (Quercus ilex),"6",Discontinua irregular,"45",Quercus ilex,"80","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"65","120","Bujedos (Buxus sempervirens, B. balearica)","15","20","0",,"0",Sin atributo,"95","6",Parecido al modelo 5 pero con especies más inflamables o con restos de podasy pl de mayor talla,Frondosas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",61518.7410893,"1","1"
"2206108",MFE25,"25","51","17",35.1579711268,Cataluña,Lleida,"11",Bosque,"15","18",Encinares (Quercus ilex),"6",Discontinua irregular,"45",Quercus ilex,"90","3",Latizal,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"65","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","15","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",351579.711268,"3","2"
"2413159",MFE25,"25","51","16",198.444593017,Cataluña,Lleida,"11",Bosque,"55","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"37",Juniperus communis,"10","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"25","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"3","15","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",1984445.93017,"3","2"
"2215865",MFE25,"25","51","29",9.90965939028,Cataluña,Lleida,"11",Bosque,"75","14",Robledales de roble pubescente (Quercus humilis),"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"60","4",Fustal,"45",Quercus ilex,"20","3",Latizal,"237",Juniperus oxycedrus,"10","2",Monte bravo,"15","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"6","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",99096.5939028,"1","1"
"2206108",MFE25,"25","51","17",35.1579711268,Cataluña,Lleida,"11",Bosque,"15","18",Encinares (Quercus ilex),"6",Discontinua irregular,"45",Quercus ilex,"90","3",Latizal,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"65","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","15","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",351579.711268,"1","1"
"2413159",MFE25,"25","51","16",198.444593017,Cataluña,Lleida,"11",Bosque,"55","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"37",Juniperus communis,"10","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"25","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"3","15","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",1984445.93017,"1","1"
"3048332",MFE25,"25","51","17",66.5945942481,Cataluña,Lleida,"11",Bosque,"35","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"80","3",Latizal,"37",Juniperus communis,"10","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"35","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"3","30","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",665945.942481,"128","4"
"2202718",MFE25,"25","51","17",6.15187410893,Cataluña,Lleida,"11",Bosque,"10","18",Encinares (Quercus ilex),"6",Discontinua irregular,"45",Quercus ilex,"80","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"65","120","Bujedos (Buxus sempervirens, B. balearica)","15","20","0",,"0",Sin atributo,"95","6",Parecido al modelo 5 pero con especies más inflamables o con restos de podasy pl de mayor talla,Frondosas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",61518.7410893,"128","4"
"2414951",MFE25,"25","51","17",14.1340512894,Cataluña,Lleida,"11",Bosque,"25","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"80","3",Latizal,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"0",sin datos,"0","0",Sin datos,"55","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","15","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",141340.512894,"1","1"
