Poligon,ORIGEN,PRO_F,ccaa_F,ESTRATOIFN,Superficie,NUT2_NOM,NUT3_NOM,TipesTR25,DesTipEstr,FCCARB,FORARB,FormArbol,n_distribu,Distribuci,n_sp1,Especie1,O1,n_estado1,Estado1,n_sp2,Especie2,O2,n_estado2,Estado2,n_sp3,Especie3,O3,n_estado3,Estado3,FCCMAT,n_FORmat,FormArbust,HMMAT,FCCHER,n_FORHER,FormHerbac,n_ATRIBUTO,atributo,FCCTOT,n_MODCOM,ModeloComb,TIPOBOSQUE,n_CLAIFN,UsoIFN,n_CLAMFE,UsoMFE,n_REGBIO,RegBio,LULUCF,Shape_Area,fid,Severitat
"2208415",MFE25,"25","51","29",15.7032041761,Cataluña,Lleida,"11",Bosque,"80","14",Robledales de roble pubescente (Quercus humilis),"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"60","3",Latizal,"45",Quercus ilex,"20","3",Latizal,"24",Pinus halepensis,"10","3",Latizal,"10","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",157032.041761,"128","4"
"2208415",MFE25,"25","51","29",15.7032041761,Cataluña,Lleida,"11",Bosque,"80","14",Robledales de roble pubescente (Quercus humilis),"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"60","3",Latizal,"45",Quercus ilex,"20","3",Latizal,"24",Pinus halepensis,"10","3",Latizal,"10","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",157032.041761,"9","3"
"2213247",MFE25,"25","51","50",63.5655393754,Cataluña,Lleida,"14",Bosque de Galería,"75","33",Bosque ribereño,"1",Uniforme,"58",Populus nigra,"50","4",Fustal,"51",Populus alba,"20","3",Latizal,"57",Salix spp.,"20","3",Latizal,"15","110","Setos, orlas, bardas, salcedas, galerías arbustivas etc., en disposicion frecuentemente linear","13","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"115",Monte arbolado. Ribera arbolada,"110",Arbolado,"4",Mediterránea,"111",635655.393754,"1","1"
"2210198",MFE25,"25","51","17",8.15286150106,Cataluña,Lleida,"11",Bosque,"35","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"90","3",Latizal,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"50","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",81528.6150106,"128","4"
"2208415",MFE25,"25","51","29",15.7032041761,Cataluña,Lleida,"11",Bosque,"80","14",Robledales de roble pubescente (Quercus humilis),"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"60","3",Latizal,"45",Quercus ilex,"20","3",Latizal,"24",Pinus halepensis,"10","3",Latizal,"10","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",157032.041761,"513","0"
"2210198",MFE25,"25","51","17",8.15286150106,Cataluña,Lleida,"11",Bosque,"35","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"90","3",Latizal,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"50","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",81528.6150106,"9","3"
"2215321",MFE25,"25","51","17",13.5105114914,Cataluña,Lleida,"11",Bosque,"20","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"0",sin datos,"0","0",Sin datos,"60","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","20","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",135105.114914,"9","3"
"2215321",MFE25,"25","51","17",13.5105114914,Cataluña,Lleida,"11",Bosque,"20","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"0",sin datos,"0","0",Sin datos,"60","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","20","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",135105.114914,"128","4"
"2414880",MFE25,"25","51","16",8.38389189504,Cataluña,Lleida,"11",Bosque,"55","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"80","3",Latizal,"24",Pinus halepensis,"10","3",Latizal,"0",sin datos,"0","0",Sin datos,"30","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",83838.9189504,"9","3"
"2414825",MFE25,"25","51","65",19.3919053111,Cataluña,Lleida,"11",Bosque,"50","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"1",Uniforme,"45",Quercus ilex,"40","3",Latizal,"237",Juniperus oxycedrus,"40","2",Monte bravo,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"35","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"8","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",193919.053111,"9","3"
"2414880",MFE25,"25","51","16",8.38389189504,Cataluña,Lleida,"11",Bosque,"55","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"80","3",Latizal,"24",Pinus halepensis,"10","3",Latizal,"0",sin datos,"0","0",Sin datos,"30","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",83838.9189504,"128","4"
"2414825",MFE25,"25","51","65",19.3919053111,Cataluña,Lleida,"11",Bosque,"50","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"1",Uniforme,"45",Quercus ilex,"40","3",Latizal,"237",Juniperus oxycedrus,"40","2",Monte bravo,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"35","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"8","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",193919.053111,"128","4"
"2205251",MFE25,"25","51","16",78.7531634816,Cataluña,Lleida,"11",Bosque,"50","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"60","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"237",Juniperus oxycedrus,"10","2",Monte bravo,"25","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","20","0",,"0",Sin atributo,"95","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",787531.634816,"1","1"
"2414880",MFE25,"25","51","16",8.38389189504,Cataluña,Lleida,"11",Bosque,"55","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"80","3",Latizal,"24",Pinus halepensis,"10","3",Latizal,"0",sin datos,"0","0",Sin datos,"30","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",83838.9189504,"1","1"
"2414874",MFE25,"25","51","15",3.13752167406,Cataluña,Lleida,"11",Bosque,"75","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"24",Pinus halepensis,"10","4",Fustal,"15","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",31375.2167406,"3","2"
"2205251",MFE25,"25","51","16",78.7531634816,Cataluña,Lleida,"11",Bosque,"50","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"60","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"237",Juniperus oxycedrus,"10","2",Monte bravo,"25","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","20","0",,"0",Sin atributo,"95","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",787531.634816,"3","2"
"2414880",MFE25,"25","51","16",8.38389189504,Cataluña,Lleida,"11",Bosque,"55","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"80","3",Latizal,"24",Pinus halepensis,"10","3",Latizal,"0",sin datos,"0","0",Sin datos,"30","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",83838.9189504,"3","2"
"2414857",MFE25,"25","51","65",73.5357643611,Cataluña,Lleida,"11",Bosque,"30","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"45",Quercus ilex,"30","2",Monte bravo,"237",Juniperus oxycedrus,"30","2",Monte bravo,"24",Pinus halepensis,"20","2",Monte bravo,"45","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","25","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",735357.643611,"9","3"
"2414874",MFE25,"25","51","15",3.13752167406,Cataluña,Lleida,"11",Bosque,"75","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"24",Pinus halepensis,"10","4",Fustal,"15","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",31375.2167406,"9","3"
"2205251",MFE25,"25","51","16",78.7531634816,Cataluña,Lleida,"11",Bosque,"50","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"60","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"237",Juniperus oxycedrus,"10","2",Monte bravo,"25","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","20","0",,"0",Sin atributo,"95","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",787531.634816,"9","3"
"2216443",MFE25,"25","51","50",3.37400511805,Cataluña,Lleida,"14",Bosque de Galería,"80","33",Bosque ribereño,"1",Uniforme,"58",Populus nigra,"60","4",Fustal,"57",Salix spp.,"20","3",Latizal,"51",Populus alba,"10","4",Fustal,"10","110","Setos, orlas, bardas, salcedas, galerías arbustivas etc., en disposicion frecuentemente linear","13","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"115",Monte arbolado. Ribera arbolada,"110",Arbolado,"4",Mediterránea,"111",33740.0511805,"1","1"
"2414857",MFE25,"25","51","65",73.5357643611,Cataluña,Lleida,"11",Bosque,"30","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"45",Quercus ilex,"30","2",Monte bravo,"237",Juniperus oxycedrus,"30","2",Monte bravo,"24",Pinus halepensis,"20","2",Monte bravo,"45","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","25","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",735357.643611,"128","4"
"2205251",MFE25,"25","51","16",78.7531634816,Cataluña,Lleida,"11",Bosque,"50","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"60","3",Latizal,"243",Quercus humilis (Q. Pubescens),"20","3",Latizal,"237",Juniperus oxycedrus,"10","2",Monte bravo,"25","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"4","20","0",,"0",Sin atributo,"95","2","Pasto fino, seco y bajo. Pl leñosas cubren  1/3 a 2/3 de la superficie",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",787531.634816,"128","4"
"2414880",MFE25,"25","51","16",8.38389189504,Cataluña,Lleida,"11",Bosque,"55","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"80","3",Latizal,"24",Pinus halepensis,"10","3",Latizal,"0",sin datos,"0","0",Sin datos,"30","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",83838.9189504,"513","0"
"2414874",MFE25,"25","51","15",3.13752167406,Cataluña,Lleida,"11",Bosque,"75","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"24",Pinus halepensis,"10","4",Fustal,"15","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",31375.2167406,"1","1"
"2414889",MFE25,"25","51","16",14.1899766702,Cataluña,Lleida,"11",Bosque,"60","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"60","3",Latizal,"24",Pinus halepensis,"20","3",Latizal,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"15","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","25","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",141899.766702,"1","1"
"2414889",MFE25,"25","51","16",14.1899766702,Cataluña,Lleida,"11",Bosque,"60","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"60","3",Latizal,"24",Pinus halepensis,"20","3",Latizal,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"15","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","25","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",141899.766702,"3","2"
"2414857",MFE25,"25","51","65",73.5357643611,Cataluña,Lleida,"11",Bosque,"30","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"45",Quercus ilex,"30","2",Monte bravo,"237",Juniperus oxycedrus,"30","2",Monte bravo,"24",Pinus halepensis,"20","2",Monte bravo,"45","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","25","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",735357.643611,"513","0"
"2414857",MFE25,"25","51","65",73.5357643611,Cataluña,Lleida,"11",Bosque,"30","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"45",Quercus ilex,"30","2",Monte bravo,"237",Juniperus oxycedrus,"30","2",Monte bravo,"24",Pinus halepensis,"20","2",Monte bravo,"45","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","25","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",735357.643611,"1","1"
"2414857",MFE25,"25","51","65",73.5357643611,Cataluña,Lleida,"11",Bosque,"30","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"45",Quercus ilex,"30","2",Monte bravo,"237",Juniperus oxycedrus,"30","2",Monte bravo,"24",Pinus halepensis,"20","2",Monte bravo,"45","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"7","25","0",,"0",Sin atributo,"100","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",735357.643611,"3","2"
"2413217",MFE25,"25","51","82",4.32274555004,Cataluña,Lleida,"11",Bosque,"20","7",Enebrales (Juniperus spp.),"6",Discontinua irregular,"37",Juniperus communis,"60","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"70","120","Bujedos (Buxus sempervirens, B. balearica)","12","10","0",,"0",Sin atributo,"100","6",Parecido al modelo 5 pero con especies más inflamables o con restos de podasy pl de mayor talla,Coníferas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"121",43227.4555004,"128","4"
"2414836",MFE25,"25","51","30",5.85607595853,Cataluña,Lleida,"11",Bosque,"40","14",Robledales de roble pubescente (Quercus humilis),"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"70","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"45","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",58560.7595853,"9","3"
"2414836",MFE25,"25","51","30",5.85607595853,Cataluña,Lleida,"11",Bosque,"40","14",Robledales de roble pubescente (Quercus humilis),"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"70","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"45","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",58560.7595853,"128","4"
"2414836",MFE25,"25","51","30",5.85607595853,Cataluña,Lleida,"11",Bosque,"40","14",Robledales de roble pubescente (Quercus humilis),"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"70","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"45","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",58560.7595853,"1","1"
"2414836",MFE25,"25","51","30",5.85607595853,Cataluña,Lleida,"11",Bosque,"40","14",Robledales de roble pubescente (Quercus humilis),"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"70","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"45","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",58560.7595853,"3","2"
"2414836",MFE25,"25","51","30",5.85607595853,Cataluña,Lleida,"11",Bosque,"40","14",Robledales de roble pubescente (Quercus humilis),"1",Uniforme,"243",Quercus humilis (Q. Pubescens),"70","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"45","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",58560.7595853,"513","0"
"2204662",MFE25,"25","51","00",3.69098640189,Cataluña,Lleida,"28",Matorral con arbolado disperso,"0","0",No arbolado,"0",No procede,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"0",sin datos,"0","0",Sin datos,"75","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","20","0",,"20",FRONDOSA,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,"-","171",Monte desarbolado con arbolado disperso. Arbolado disperso,"130",Arbolado disperso,"4",Mediterránea,"220",36909.8640189,"1","1"
"2414825",MFE25,"25","51","65",19.3919053111,Cataluña,Lleida,"11",Bosque,"50","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"1",Uniforme,"45",Quercus ilex,"40","3",Latizal,"237",Juniperus oxycedrus,"40","2",Monte bravo,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"35","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"8","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",193919.053111,"1","1"
"2210279",MFE25,"25","51","16",8.27544552619,Cataluña,Lleida,"11",Bosque,"45","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"237",Juniperus oxycedrus,"10","2",Monte bravo,"40","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",82754.4552619,"9","3"
"2414825",MFE25,"25","51","65",19.3919053111,Cataluña,Lleida,"11",Bosque,"50","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"1",Uniforme,"45",Quercus ilex,"40","3",Latizal,"237",Juniperus oxycedrus,"40","2",Monte bravo,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"35","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"8","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Masas mixtas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"131",193919.053111,"3","2"
"2210279",MFE25,"25","51","16",8.27544552619,Cataluña,Lleida,"11",Bosque,"45","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"237",Juniperus oxycedrus,"10","2",Monte bravo,"40","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",82754.4552619,"3","2"
"2414874",MFE25,"25","51","15",3.13752167406,Cataluña,Lleida,"11",Bosque,"75","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"24",Pinus halepensis,"10","4",Fustal,"15","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"100","7","Matorral de especies muy inflamables (h: 0,5-2 m) situado como sotobosque de masas de coníferas",Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",31375.2167406,"128","4"
"2210279",MFE25,"25","51","16",8.27544552619,Cataluña,Lleida,"11",Bosque,"45","18",Encinares (Quercus ilex),"1",Uniforme,"45",Quercus ilex,"70","3",Latizal,"243",Quercus humilis (Q. Pubescens),"10","3",Latizal,"237",Juniperus oxycedrus,"10","2",Monte bravo,"40","160",Garrigas (matorrales pluriespecíficos calcícolas + termófilos),"5","10","0",,"0",Sin atributo,"95","5",Matorral  denso y  verde (h<1 m). Propagación del fuego por la hojarasca y el pasto,Frondosas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"111",82754.4552619,"128","4"
"2413217",MFE25,"25","51","82",4.32274555004,Cataluña,Lleida,"11",Bosque,"20","7",Enebrales (Juniperus spp.),"6",Discontinua irregular,"37",Juniperus communis,"60","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"0",sin datos,"0","0",Sin datos,"70","120","Bujedos (Buxus sempervirens, B. balearica)","12","10","0",,"0",Sin atributo,"100","6",Parecido al modelo 5 pero con especies más inflamables o con restos de podasy pl de mayor talla,Coníferas,"111",Monte arbolado. Bosque,"110",Arbolado,"4",Mediterránea,"121",43227.4555004,"9","3"
"2413188",MFE25,"25","51","65",5.78428165246,Cataluña,Lleida,"11",Bosque,"10","403",Mezcla de coníferas y frondosas autóctonas en la región biogeográfica Mediterránea,"6",Discontinua irregular,"37",Juniperus communis,"40","2",Monte bravo,"243",Quercus humilis (Q. Pubescens),"30","2",Monte bravo,"45",Quercus ilex,"20","2",Monte bravo,"60","120","Bujedos (Buxus sempervirens, B. balearica)","13","30","0",,"0",Sin atributo,"100","6",Parecido al modelo 5 pero con especies más inflamables o con restos de podasy pl de mayor talla,Masas mixtas,"121",Monte con arbolado ralo. Bosque,"120",Arbolado ralo,"4",Mediterránea,"210",57842.8165246,"1","1"
